GENE             CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P
ENSG00000143127    1  145524891  145543868     12       2  65967     -0.49165      0.68852
ENSG00000198483    1  145549230  145568526     32       4  65967      0.90005      0.18405
ENSG00000131788    1  145575233  145586546      1       1  65967       0.3802       0.3519
ENSG00000186364    1  145586115  145589439      2       1  65967        1.437     0.075353
ENSG00000186141    1  145592605  145611025     13       2  65967       1.3665     0.085886
ENSG00000121848    1  145611036  145696218     87       5  65967      0.70241      0.24121
ENSG00000117281    1  145695798  145715614     19       2  65967      0.24539      0.40308
ENSG00000174827    1  145726918  145764074      5       2  65967       1.7737     0.038059
ENSG00000131791    1  146626685  146644129     29       3  65967       2.9204    0.0017477
ENSG00000131781    1  146646930  146714700    164      14  65967       2.8724     0.002037
ENSG00000131778    1  146714291  146767443    167      14  65967       2.5616    0.0052091
ENSG00000116128    1  147013182  147098017    153      28  65967       0.8449      0.19908
ENSG00000162836    1  147101453  147142618     77       7  65967      -1.3911      0.91791
ENSG00000143140    1  147228332  147245484     42       6  65967       1.6111     0.053577
ENSG00000121634    1  147374946  147381393     13       4  65967     -0.23199      0.59173
ENSG00000184678    1  149856010  149858232      2       1  65967      0.91632      0.17975
ENSG00000178096    1  149859440  149872351     20       1  65967      0.92428      0.17767
ENSG00000159164    1  149874870  149889434     13       2  65967       1.2854     0.099324
ENSG00000143368    1  149895209  149900236      9       1  65967       1.0976      0.13619
ENSG00000014914    1  149900543  149908791     11       2  65967       1.0409      0.14895
ENSG00000163113    1  149909705  149982625     43       3  65967       1.0335      0.15069
ENSG00000136631    1  150039369  150117505     81       2  65967       4.6666   1.5314e-06
ENSG00000023902    1  150121373  150136916     16       1  65967       4.5946   2.1681e-06
ENSG00000143401    1  150190717  150208504     17       2  65967       2.4265    0.0076234
ENSG00000118298    1  150229554  150237478      3       2  65967       1.9144     0.027787
ENSG00000117362    1  150237804  150241980      2       1  65967       3.8925   4.9602e-05
ENSG00000118292    1  150240600  150253327     15       3  65967       3.8057   7.0708e-05
ENSG00000159208    1  150254953  150259505      5       2  65967         2.22      0.01321
ENSG00000187145    1  150266289  150281414     44       5  65967       2.2084     0.013607
ENSG00000117360    1  150293925  150325671     75       7  65967       3.0004    0.0013483
ENSG00000163125    1  150335567  150449042    292       9  65967       3.1597   0.00078969
ENSG00000143374    1  150459887  150480078     49       5  65967       2.9809    0.0014369
ENSG00000143369    1  150480538  150486265     10       3  65967       2.5432    0.0054924
ENSG00000143382    1  150521884  150533413     10       2  65967      0.88486      0.18812
ENSG00000143384    1  150547032  150552066      4       2  65967     -0.29434      0.61575
ENSG00000143420    1  150573327  150602088     22       3  65967      0.58044      0.28081
ENSG00000143457    1  150618701  150669630     93       4  65967    -0.088451      0.53524
ENSG00000143452    1  150670536  150693364     52       3  65967      0.33402      0.36918
ENSG00000163131    1  150702672  150738433     39       4  65967      0.53047      0.29789
ENSG00000143387    1  150768684  150780799     10       3  65967       1.6924     0.045282
ENSG00000143437    1  150782181  150849244     58       4  65967        1.097      0.13632
ENSG00000143379    1  150898739  150937213     42       6  65967      -1.2201      0.88879
ENSG00000143418    1  150933059  150947479     22       4  65967     -0.33305      0.63045
ENSG00000143412    1  150954493  150968110     27       7  65967       3.6914   0.00011152
ENSG00000143409    1  150969025  150980851     13       3  65967       4.3387   7.1678e-06
ENSG00000143363    1  150980896  151008189     46       9  65967       3.1183   0.00090955
ENSG00000163141    1  151009046  151020076     22       5  65967       2.5138    0.0059711
ENSG00000143443    1  151020216  151024462      1       1  65967       3.4455     0.000285
ENSG00000197622    1  151023447  151042801     15       3  65967       1.3815      0.08356
ENSG00000213190    1  151030234  151040970     10       2  65967       1.1668      0.12164
ENSG00000143458    1  151043054  151098018     77       7  65967       2.0487     0.020246
ENSG00000143434    1  151104161  151119104     25       3  65967       2.8046     0.002519
ENSG00000163154    1  151129105  151132225      2       1  65967       2.1256     0.016767
ENSG00000163156    1  151129140  151142773      4       1  65967       3.1384   0.00084934
ENSG00000163155    1  151132224  151138424      2       1  65967       3.2546   0.00056776
ENSG00000163157    1  151142462  151148760      1       1  65967        2.492     0.006352
ENSG00000163159    1  151142463  151167797      7       2  65967       0.7266      0.23374
ENSG00000143398    1  151170425  151222012     38       3  65967     -0.65405      0.74346
ENSG00000159352    1  151227179  151239955     11       2  65967     -0.96221      0.83203
ENSG00000143373    1  151254094  151264656      5       1  65967     -0.45318      0.67479
ENSG00000143393    1  151264273  151300191     20       2  65967     -0.18825      0.57466
ENSG00000143390    1  151313116  151319833      2       1  65967     -0.58419      0.72045
ENSG00000143416    1  151336778  151345209      4       2  65967      0.84057      0.20029
ENSG00000159377    1  151372010  151374420      2       1  65967       1.9029     0.028528
ENSG00000143442    1  151375200  151431941     55       2  65967       1.9424     0.026047
ENSG00000143375    1  151482986  151511168     28       5  65967      0.39747      0.34551
ENSG00000143367    1  151512781  151556059     72      10  65967     -0.61143      0.72954
ENSG00000143376    1  151584541  151671567     68       5  65967       1.0882      0.13826
ENSG00000159409    1  151674880  151689290     19       3  65967      0.96865      0.16636
ENSG00000178796    1  151682909  151702281     24       5  65967     0.095842      0.46182
ENSG00000143436    1  151732119  151736040     11       2  65967      0.15619      0.43794
ENSG00000143450    1  151735445  151743808     18       3  65967      0.45362      0.32505
ENSG00000182134    1  151742583  151763892     55       4  65967      0.31241      0.37737
ENSG00000213171    1  151772740  151778630      5       1  65967      0.35138      0.36265
ENSG00000143365    1  151778547  151804348     41       8  65967     0.094392       0.4624
ENSG00000225556    1  151810295  151813033      4       1  65967     -0.34638      0.63547
ENSG00000196407    1  151819739  151826173     11       2  65967     -0.93002      0.82382
ENSG00000159445    1  151846060  151882284     56       4  65967       -1.432      0.92393
ENSG00000197747    1  151955391  151966866     18       4  65967      -1.8308      0.96643
ENSG00000163191    1  152004982  152020383     18       2  65967     -0.57876      0.71863
ENSG00000182898    1  152056620  152061540      1       1  65967     -0.63259       0.7365
ENSG00000159450    1  152078793  152086556      5       2  65967      -1.7531      0.96021
ENSG00000215853    1  152126071  152131704      3       2  65967     -0.57981      0.71898
ENSG00000197915    1  152184558  152196669     28       2  65967       1.3548     0.087743
ENSG00000143631    1  152274651  152297679     49       3  65967      0.94573      0.17214
ENSG00000143520    1  152321211  152332482     14       2  65967     -0.35075      0.63711
ENSG00000143536    1  152381719  152386739      6       2  65967      0.85799      0.19545
ENSG00000186207    1  152483320  152484653      3       1  65967      0.58675      0.27869
ENSG00000169509    1  152486978  152488486      4       1  65967       0.8584      0.19534
ENSG00000185966    1  152538130  152539248      1       1  65967      0.34912       0.3635
ENSG00000163202    1  152551857  152552980      2       1  65967      0.76704      0.22153
ENSG00000187223    1  152635872  152637135      2       1  65967      -1.9406      0.97385
ENSG00000159455    1  152647771  152659877     27       3  65967      -1.4945      0.93248
ENSG00000187173    1  152670840  152671918      1       1  65967     -0.72215       0.7649
ENSG00000187170    1  152680636  152681967      1       1  65967      -1.2574       0.8957
ENSG00000198854    1  152691998  152692905      6       1  65967      -1.7048      0.95588
ENSG00000203786    1  152730506  152734529      7       2  65967      0.24931      0.40156
ENSG00000240386    1  152748848  152749445      1       1  65967       1.2319        0.109
ENSG00000186226    1  152758690  152760902      7       2  65967    -0.015787       0.5063
ENSG00000172155    1  152769227  152770657      1       1  65967      0.51923       0.3018
ENSG00000197084    1  152777311  152779107     12       2  65967      0.11125      0.45571
ENSG00000163206    1  152850793  152857523      4       2  65967      0.69757      0.24272
ENSG00000163207    1  152881021  152884362     13       1  65967      0.71047      0.23871
ENSG00000184148    1  152943142  152945050      3       1  65967       1.2286       0.1096
ENSG00000169474    1  152956557  152958289      5       1  65967       1.0169       0.1546
ENSG00000163209    1  152974223  152976332     20       1  65967        1.156      0.12385
ENSG00000169469    1  153003678  153005376     16       1  65967     0.071194      0.47162
ENSG00000163216    1  153012201  153014407      5       1  65967     0.017672      0.49295
ENSG00000241794    1  153028589  153030013      2       1  65967     -0.77589      0.78109
ENSG00000196805    1  153042700  153113927    153      13  65967     -0.46173      0.67786
ENSG00000203785    1  153065611  153078660     27       4  65967      0.18437      0.42686
ENSG00000244094    1  153084590  153085991      2       1  65967      0.18113      0.42813
